,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
8790,Compass Longitude 2.0 16v A/T,17/18,Vermelha,Flex,31.000 Km,"R$ 103.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/17-18/1074985,Toninho Car,"Rua Major Gama, 1720 - Aeroporto - Corumbá / MS"
8791,Corolla XEi 2.0 16v A/T,19/19,Prata,Flex,56.842 Km,"R$ 103.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1088951,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
8792,Corolla XEi 2.0 16v A/T,18/19,Branca,Flex,43.000 Km,"R$ 103.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1083115,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
8793,Discovery 4 SE 3.0TDi V6 24v A/T,11/11,Preta,Diesel,78.000 Km,"R$ 103.000,00",https://www.shopcar.com.br/veiculos/land-rover/discovery-4-se-3-0tdi-v6-24v/11-11/1047796,MG Motors,"Av. Ernesto Geisel, 5507 - Amambaí - Campo Grande / MS"
8794,Hilux SR D4-D 3.0TDi 16v 4X4 C.D.,12/13,Prata,Diesel,Não disponível,"R$ 103.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/12-13/1082605,Folle Veículos,"Rodovia MS 156 Amambaí/Caarapó, lote 52 - Zona Rural - Amambaí / MS"
8795,Corolla XEi 2.0 16v,17/18,Preta,Flex,25.826 Km,"R$ 103.200,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/17-18/1087130,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
8796,125i M Sport 2.0T 16v A/T,13/14,Cinza,Gasolina,81.000 Km,"R$ 103.900,00",https://www.shopcar.com.br/veiculos/bmw/125i-m-sport-2-0t-16v/13-14/1074006,Rogério Souza,Campo Grande - MS
8797,320i 2.0 16v A/T,15/15,Branca,Flex,67.000 Km,"R$ 103.900,00",https://www.shopcar.com.br/veiculos/bmw/320i-2-0-16v/15-15/1084520,Bull Motors,"Rua Dr. Mário Edson de Barros, 55 - Chácara Cachoeira - Campo Grande / MS"
8798,F250 XL 4.2TD 18v,04/04,Prata,Diesel,Não disponível,"R$ 103.900,00",https://www.shopcar.com.br/veiculos/ford/f250-xl-4-2td-18v/04-04/1088308,Ustulin Multimarcas," Av. Pres. Ernesto Geisel, 5633 - Cabreúva - Campo Grande / MS"
8799,Hilux D4-D 2.5TDi 16v 4X4 C.D.,10/11,Prata,Diesel,266.088 Km,"R$ 103.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-d4-d-2-5tdi-16v-4x4-c-d/10-11/1090018,Lokal Veículos,"Av. Ernesto Geisel, 3417 - Amambaí - Campo Grande / MS"
8800,S10 LTZ 2.5 16v 4x4 C.D.,14/15,Preta,Flex,133.244 Km,"R$ 103.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-4x4-c-d/14-15/1089475,Clodoaldo Veículos,"Av. Rosario Gongro, 1451 - Colinos - Três Lagoas / MS"
8801,Civic EX 2.0 16v A/T,18/18,Branca,Flex,30.000 Km,"R$ 103.990,00",https://www.shopcar.com.br/veiculos/honda/civic-ex-2-0-16v/18-18/1090363,S.I Motors,"Av. Rita Vieira de Andrade, 1456 - Rita Vieira - Campo Grande / MS"
8802,Civic EXL 2.0 16v A/T,16/17,Cinza,Flex,35.000 Km,"R$ 103.990,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/16-17/1089595,S.I Motors,"Av. Rita Vieira de Andrade, 1456 - Rita Vieira - Campo Grande / MS"
8803,Fusion Titanium 2.0T 16v AWD A/T,16/17,Preta,Gasolina,41.000 Km,"R$ 103.990,00",https://www.shopcar.com.br/veiculos/ford/fusion-titanium-2-0t-16v-awd/16-17/1077864,Hashimoto Motors,"Av. Marcelino Pires, 4540 - Vila Industrial - Dourados / MS"
8804,S10 LT 2.5 16v C.D. A/T,17/18,Branca,Flex,100.000 Km,"R$ 103.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-c-d/17-18/1070329,WladCar Automóveis,"Av. Coronel Antonino, 1561 - Coronel Antonino  - Campo Grande / MS"
8805,Civic Touring 1.5T 16v A/T,17/17,Branca,Gasolina,140.000 Km,"R$ 104.000,00",https://www.shopcar.com.br/veiculos/honda/civic-touring-1-5t-16v/17-17/1086775,Pamella dos Santos Bezerra,Dourados - MS
8806,Corolla XEi 2.0 16v A/T,18/19,Prata,Flex,55.000 Km,"R$ 104.500,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1081569,Douramotors Veículos,"Av. Marcelino Pires, 8805 - Centro - Dourados / MS"
8807,Range R. Evoque Pure Tech 2.0T 16v Si4 A/T,13/13,Branca,Gasolina,99.000 Km,"R$ 104.800,00",https://www.shopcar.com.br/veiculos/land-rover/range-r-evoque-pure-tech-2-0t-16v-si4/13-13/885437,Pantanal Motors,"Rua Estrela do Sul, 49 - Vilas Boas - Campo Grande / MS"
8808,A5 Sportback Ambiente 1.8 TFSi 16v A/T,15/15,Preta,Gasolina,48.500 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/audi/a5-sportback-ambiente-1-8-tfsi-16v/15-15/1067659,Triton Multimarcas,"Rua Sebastião Lima, 160 - Vila Glória - Campo Grande / MS"
8809,Civic EXL 2.0 16v A/T,18/18,Branca,Flex,64.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/honda/civic-exl-2-0-16v/18-18/1090503,Seminovos Grupo Enzo,"Av. Ranulpho Marques Leal, 507 - Jardim Angelica  - Três Lagoas / MS"
8810,Compass Limited 2.0 16v A/T,16/17,Branca,Flex,83.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/16-17/1076276,Alvorada Veículos,"Av. Dr Julio Siqueira Maia, 1286 - Centro - Rio Brilhante / MS"
8811,Freelander 2 HSE SD4 2.2TDi 16v A/T,13/13,Branca,Diesel,96.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/land-rover/freelander-2-hse-sd4-2-2tdi-16v/13-13/1082692,Yanko Automóveis,"Av. Fernando Corrêa da Costa, 1165 - Centro - Campo Grande / MS"
8812,Kicks SL 1.6 16v A/T,19/20,Branca,Flex,12.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/19-20/1087844,Tomitão Carros e Negócios,"Av. Ceará, 2678 - Vila Rica - Campo Grande / MS"
8813,Ram Laramie 5.9 V8 C.E. A/T,95/95,Preta,Gasolina,92.290 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/dodge/ram-laramie-5-9-v8-c-e/95-95/1070476,JB Garage,"Rua Maracaju, 1161 - Centro - Campo Grande / MS"
8814,Range R. Evoque Prestige 2.0T 16v Si4 A/T,12/12,Preta,Flex,119.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/land-rover/range-r-evoque-prestige-2-0t-16v-si4/12-12/1085126,Concept Car,"Rua Alagoas, 273 - Jardim dos Estados - Campo Grande / MS"
8815,S10 LT 2.5 16v C.D. A/T,17/18,Cinza,Flex,50.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-c-d/17-18/1088208,Admirson Florêncio de Miranda,Dourados - MS
8816,T-Cross Comfortline 1.0 12v TSi A/T,19/20,Cinza,Flex,44.000 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/19-20/1077218,Pantanal Veículos,"Rua Munir Thomé,1001 - Centro - Três Lagoas / MS"
8817,Toro Endurance 1.8 16v,21/21,Branca,Flex,Não disponível,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-endurance-1-8-16v/21-21/1068219,Procurocar Carros e Negócios,"Av. Salgado Filho, 987 - Amambaí - Campo Grande / MS"
8818,X3 xDrive20i 2.0T 16v A/T,13/13,Preta,Gasolina,62.598 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/bmw/x3-xdrive20i-2-0t-16v/13-13/1089485,All Win Veículos,"Rua Rui Barbosa, 2220 - Centro - Campo Grande / MS"
8819,X3 xDrive20i 2.0T 16v A/T,13/13,Preta,Gasolina,62.598 Km,"R$ 104.900,00",https://www.shopcar.com.br/veiculos/bmw/x3-xdrive20i-2-0t-16v/13-13/1089485,All Win Veículos,"Rua Rui Barbosa, 2220 - Centro - Campo Grande / MS"
8820,Corolla XEi 2.0 16v A/T,18/19,Cinza,Flex,41.000 Km,"R$ 104.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1080495,Líder Automóveis,"Av. Weimar Gonçalves Torres, 4281 - Jardim Caramuru - Dourados / MS"
8821,HR-V EXL 1.8 16v A/T,18/18,Preta,Flex,23.028 Km,"R$ 104.990,00",https://www.shopcar.com.br/veiculos/honda/hr-v-exl-1-8-16v/18-18/1084248,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
8822,Kicks SL 1.6 16v A/T,19/20,Preta,Flex,Não disponível,"R$ 104.990,00",https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/19-20/1079806,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS"
8823,Q3 Ambition 1.4 TFSi 16v A/T,16/17,Branca,Gasolina,73.797 Km,"R$ 104.990,00",https://www.shopcar.com.br/veiculos/audi/q3-ambition-1-4-tfsi-16v/16-17/1088466,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
8824,Range R. Evoque Dynamic 2.0T 16v Si4 A/T,12/12,Branca,Gasolina,75.000 Km,"R$ 104.990,00",https://www.shopcar.com.br/veiculos/land-rover/range-r-evoque-dynamic-2-0t-16v-si4/12-12/1081407,WladCar Automóveis,"Av. Coronel Antonino, 1561 - Coronel Antonino  - Campo Grande / MS"
8825,300C 3.6 V6 24v A/T,11/12,Preta,Gasolina,Não disponível,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/chrysler/300c-3-6-v6-24v/11-12/1051367,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
8826,Amarok Trendline 2.0TDi 16v 4x4 C.D.,13/14,Branca,Diesel,168.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/amarok-trendline-2-0tdi-16v-4x4-c-d/13-14/1075461,Unique Automóveis,"Rua Prof. Luís Alexandre de Oliveira, 255 - Vivenda do Bosque - Campo Grande / MS"
8827,C 200 Avantgarde 2.0T 16v A/T,14/15,Branca,Gasolina,70.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-200-avantgarde-2-0t-16v/14-15/1084636,Eduardo Elias Maria,Campo Grande - MS
8828,Compass Longitude 2.0 16v A/T,17/18,Branca,Flex,41.500 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/17-18/1079218,Pactual Motors,"Rua Antônio Correa, 561  - Vila Gloria - Campo Grande / MS"
8829,Corolla XEi 2.0 16v A/T,19/19,Branca,Flex,73.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1087808,Delci Automóveis,"Av. Weimar Gonçalves Torres, 3535 - Jardim Caramuru - Dourados / MS"
8830,Corolla XEi 2.0 16v A/T,18/19,Preta,Flex,Não disponível,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1060630,Mauricio Automóveis,"Av. Hayel Bon Faker, 1885 - Jardim Água Boa - Dourados / MS"
8831,Corolla XEi 2.0 16v A/T,18/19,Branca,Flex,52.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1083419,Delci Automóveis,"Av. Weimar Gonçalves Torres, 3535 - Jardim Caramuru - Dourados / MS"
8832,Corolla XEi 2.0 16v A/T,18/19,Branca,Flex,42.119 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1082413,Kampai,"Rua Brasil, 366 - Flamboyant - Chapadão do Sul / MS"
8833,Corolla XEi 2.0 16v A/T,18/19,Prata,Flex,60.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1070439,Delci Automóveis,"Av. Weimar Gonçalves Torres, 3535 - Jardim Caramuru - Dourados / MS"
8834,Corolla XEi 2.0 16v A/T,18/19,Preta,Flex,39.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1085352,Ueno Veículos,"Av. Weimar G. Torres, 3500 - Centro - Dourados / MS"
8835,Grand Santa Fe GLS 3.3 V6 24v A/T,14/15,Prata,Gasolina,108.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/hyundai/grand-santa-fe-gls-3-3-v6-24v/14-15/1083873,Júlia Lara Morisco dos Santos ,Ivinhema - MS
8836,Hilux SRV 2.7 16v 4x4 C.D. A/T,15/15,Preta,Flex,72.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-4x4-c-d/15-15/1086084,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
8837,Hilux SW4 2.7 16v,12/12,Prata,Flex,88.228 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-2-7-16v/12-12/1086969,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
8838,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,10/11,Prata,Diesel,363.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/10-11/1076841,Folle Veículos,"Rodovia MS 156 Amambaí/Caarapó, lote 52 - Zona Rural - Amambaí / MS"
8839,Kicks SL 1.6 16v A/T,19/20,Preta,Flex,18.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/19-20/1065245,Gustavo Futagami da Silva,Campo Grande - MS
8840,Kicks SL 1.6 16v A/T,19/20,Preta,Flex,16.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/19-20/1066824,GT Veículos,"Rua Pedro Celestino, 608 - Centro - Campo Grande / MS"
8841,ML 350 Sport 3.5 V6 24v A/T,12/12,Preta,Gasolina,127.117 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/mercedes-benz/ml-350-sport-3-5-v6-24v/12-12/1081304,Pactual Motors,"Rua Antônio Correa, 561  - Vila Gloria - Campo Grande / MS"
8842,Polo Hatch GTS 1.4 16v TSi A/T,20/20,Branca,Flex,10.200 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/polo-hatch-gts-1-4-16v-tsi/20-20/1076647,Paulo Roberto Lopes Peres,Campo Grande - MS
8843,Ranger XLT 2.5 16v C.D.,16/17,Prata,Flex,Não disponível,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-2-5-16v-c-d/16-17/1089706,Ted Automóveis,"Av. Nicolau Otano, 1427 - Centro - Amambaí / MS"
8844,S10 LT 2.5 16v 4x4 C.D.,16/17,Prata,Flex,174.800 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-4x4-c-d/16-17/1083161,Auto Marcas,"Av. Bandeirantes, 1735 - Guanandi - Campo Grande / MS"
8845,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,13/13,Preta,Diesel,Não disponível,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/13-13/1084759,Dakota Veículos,"Av. Nicolau Otano, 1185 - Centro - Amambaí / MS"
8846,S10 LTZ 2.5 16v C.D.,16/16,Prata,Flex,98.415 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-c-d/16-16/1086913,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
8847,S10 LTZ 2.8CTDi 16v 4x4 C.D. A/T,12/13,Preta,Diesel,200.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-8ctdi-16v-4x4-c-d/12-13/1088204,Salles Automóveis,"Rua Joaquim T. Alves, 2230 - Centro - Dourados / MS"
8848,Santa Fe GLS 3.3 V6 24v A/T,14/15,Branca,Gasolina,79.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/hyundai/santa-fe-gls-3-3-v6-24v/14-15/1072882,Leandro de Oliveira,Dourados - MS
8849,X3 xDrive20i 2.0T 16v A/T,14/14,Preta,Gasolina,114.000 Km,"R$ 105.000,00",https://www.shopcar.com.br/veiculos/bmw/x3-xdrive20i-2-0t-16v/14-14/1076464,Triton Multimarcas,"Rua Sebastião Lima, 160 - Vila Glória - Campo Grande / MS"
8850,XF Luxury 2.0T 16v A/T,15/15,Prata,Gasolina,72.836 Km,"R$ 105.800,00",https://www.shopcar.com.br/veiculos/jaguar/xf-luxury-2-0t-16v/15-15/1076243,Turin Veículos MS,"Rua Barão de Uba, 860 - Tiradentes - Campo Grande / MS"
8851,320i 2.0T 16v A/T,15/15,Branca,Flex,120.000 Km,"R$ 105.900,00",https://www.shopcar.com.br/veiculos/bmw/320i-2-0t-16v/15-15/1085065,Alysson Soares,Campo Grande - MS
8852,Compass Longitude 2.0 16v A/T,18/18,Branca,Flex,41.328 Km,"R$ 105.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/18-18/1089306,SF Carros e Camionetas,"Rua Joaquim Murtinho, 2121 - Itanhangá Park - Campo Grande / MS"
8853,Compass Longitude 2.0 16v A/T,17/18,Preta,Flex,40.277 Km,"R$ 105.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/17-18/1088993,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
8854,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,09/10,Prata,Diesel,277.417 Km,"R$ 105.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/09-10/1074096,J8 Veículos,"Rua 27 de Julho, 1370 - Centro - Anastácio / MS"
8855,Kicks SL 1.6 16v,19/20,Branca,Flex,12.799 Km,"R$ 105.900,00",https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/19-20/1083766,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS"
8856,Toro Volcano 2.4 16v A/T,18/19,Preta,Flex,68.400 Km,"R$ 105.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-4-16v/18-19/1078763,Allan,"Rua Jeriba, 325 Sala 11 - Chácara Cachoeira - Campo Grande / MS"
8857,Corolla XEi 2.0 16v A/T,19/19,Prata,Flex,Não disponível,"R$ 105.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1067011,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
8858,Corolla XEi 2.0 16v A/T,19/19,Prata,Flex,Não disponível,"R$ 105.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1070202,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
8859,Corolla XEi 2.0 16v A/T,19/19,Prata,Flex,Não disponível,"R$ 105.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1070202,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
8860,Corolla XEi 2.0 16v A/T,18/19,Cinza,Flex,21.200 Km,"R$ 105.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1079146,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
8861,S10 LT 2.5 16v C.D. A/T,17/18,Branca,Flex,90.000 Km,"R$ 105.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-c-d/17-18/1079192,Odi Car Veículos,"Av. Coronel Antonino, 352 - Coronel Antonino - Campo Grande / MS"
8862,Creta Prestige 2.0 16v,19/20,Preta,Flex,39.000 Km,"R$ 106.000,00",https://www.shopcar.com.br/veiculos/hyundai/creta-prestige-2-0-16v/19-20/1082395,Medcar Veículos,"Av. Weimar G. Torres, 3490 - Centro - Dourados / MS"
8863,S10 LT 2.8CTDi 16v C.D. A/T,14/14,Branca,Diesel,155.000 Km,"R$ 106.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-c-d/14-14/1083355,Beto Automóveis,"Av.: Joaquim Teixeira Alves, 2320 - Centro - Dourados / MS"
8864,Strada Volcano 1.3 C.D.,21/22,Prata,Flex,Não disponível,"R$ 106.000,00",https://www.shopcar.com.br/veiculos/fiat/strada-volcano-1-3-c-d/21-22/1066336,RM Veículos,"Rua Rubens Gil de Camilo, 300 - Chácara Cachoeira - Campo Grande / MS"
8865,Hilux SW4 SR 2.7 16v,14/15,Branca,Flex,87.000 Km,"R$ 106.500,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-sr-2-7-16v/14-15/1073868,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
8866,C 200 Avantgarde 2.0T 16v A/T,14/15,Branca,Gasolina,69.154 Km,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-200-avantgarde-2-0t-16v/14-15/1088988,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
8867,Civic Touring 1.5T 16v A/T,17/17,Prata,Flex,Não disponível,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/honda/civic-touring-1-5t-16v/17-17/1069996,E.T. Veículos,"Rua José Antônio, 500 - Centro - Campo Grande / MS"
8868,HR-V EX 1.8 16v A/T,18/19,Azul,Flex,23.926 Km,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/honda/hr-v-ex-1-8-16v/18-19/1086744,All Win Veículos,"Rua Rui Barbosa, 2220 - Centro - Campo Grande / MS"
8869,HR-V EX 1.8 16v A/T,18/19,Azul,Flex,24.000 Km,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/honda/hr-v-ex-1-8-16v/18-19/1089584,Negócios Veículos,"Rua Ceará, 1969 - Vila Célia - Campo Grande / MS"
8870,L200 Triton HPE 3.2TDi 16v 4X4 C.D. A/T,15/16,Branca,Diesel,188.600 Km,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/mitsubishi/l200-triton-hpe-3-2tdi-16v-4x4-c-d/15-16/1083002,Alan Veículos,"Av. Hayel Bon Faker, 955 - Jardim Água Boa - Dourados / MS"
8871,Ram 2500 SLT 5.9TDi 24v 4X4 C.D. A/T,07/08,Preta,Diesel,225.000 Km,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/dodge/ram-2500-slt-5-9tdi-24v-4x4-c-d/07-08/1081592,BSG Veículos,"Av. Cel. Antonino, 2053 - Conj. Res. Estrela do Sul - Campo Grande / MS"
8872,XC60 T-5 Confort 2.0T 16v A/T,15/15,Branca,Gasolina,77.430 Km,"R$ 106.900,00",https://www.shopcar.com.br/veiculos/volvo/xc60-t-5-confort-2-0t-16v/15-15/1088987,Yanko Automóveis,"Av. Fernando Corrêa da Costa, 1165 - Centro - Campo Grande / MS"
8873,AirCross Live 1.6 16v A/T,21/22,Cinza,Flex,Não disponível,"R$ 106.990,00",https://www.shopcar.com.br/veiculos/citro-n/aircross-live-1-6-16v/21-22/1090231,Monza Citroën,"Av. Coronel Antonino, 441 - Coronel Antonino - Campo Grande / MS"
8874,Civic Touring 1.5T 16v A/T,16/17,Cinza,Gasolina,95.000 Km,"R$ 107.000,00",https://www.shopcar.com.br/veiculos/honda/civic-touring-1-5t-16v/16-17/1071941,Everton Costa Amaral,Campo Grande - MS
8875,Corolla XEi 2.0 16v A/T,19/19,Branca,Flex,Não disponível,"R$ 107.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1090246,Automais Veículos,"Av. Tamandaré, 1294 - Vila Planalto - Campo Grande / MS"
8876,Corolla XEi 2.0 16v,18/19,Preta,Flex,78.796 Km,"R$ 107.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1085842,Via Japan,Rod. Assis Chateaubriand - Vila Santa Maria - Presidente Prudente / SP
8877,Creta Smart Plus 1.6 16v A/T,20/21,Preta,Flex,6.800 Km,"R$ 107.000,00",https://www.shopcar.com.br/veiculos/hyundai/creta-smart-plus-1-6-16v/20-21/1069640,Elias Automóveis,"Av. Weimar G. Torres, 3343 - Centro - Dourados / MS"
8878,Hilux SR D4-D 3.0TDi 16v 4X4 C.D. A/T,12/12,Prata,Diesel,Não disponível,"R$ 107.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/12-12/1065604,Igarapé Veículos,"Av. Bandeirantes, 2186 - Nova Bandeirantes - Campo Grande / MS"
8879,Toro Volcano 2.0TDi 16v 4x4 A/T,16/17,Preta,Diesel,Não disponível,"R$ 107.000,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/16-17/1080902,Carro Fácil Multimarcas,"Av. Weimar Gonçalves Torres, 2700  - Centro - Dourados / MS"
8880,Corolla XEi 2.0 16v A/T,19/19,Branca,Flex,34.800 Km,"R$ 107.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1090315,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
8881,Corolla XEi 2.0 16v A/T,18/19,Branca,Flex,20.047 Km,"R$ 107.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1089828,Clodoaldo Veículos,"Av. Rosario Gongro, 1451 - Colinos - Três Lagoas / MS"
8882,Ranger XLT 3.2TDCi 20v 4x4 C.D. A/T,13/14,Branca,Diesel,140.000 Km,"R$ 107.900,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-3-2tdci-20v-4x4-c-d/13-14/1076187,Maicon Cavina,Campo Grande - MS
8883,Toro Endurance 1.8 16v,21/21,Branca,Flex,Não disponível,"R$ 107.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-endurance-1-8-16v/21-21/1085225,Tavel,"Av. Virginia Ferreira, 840 - Flavio Garcia - Coxim / MS"
8884,Toro Freedom 2.0TDi 16v 4x4,17/18,Branca,Diesel,45.000 Km,"R$ 107.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/17-18/1088784,Dourados Automóveis,"Av. Weimar Gonçalves Torres, 2976 - Centro - Dourados / MS"
