,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
5492,Prisma LTZ 1.4,13/14,Branca,Flex,143.703 Km,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-ltz-1-4/13-14/1032345,Vardasca Veículos,"Av. Weimar Gonçalves Torres, 3095 - Centro - Dourados / MS"
5493,Strada Working 1.4 C.D.,13/13,Cinza,Flex,Não disponível,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/fiat/strada-working-1-4-c-d/13-13/1078846,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS"
5494,Strada Working 1.4 C.D.,13/13,Cinza,Flex,130.000 Km,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/fiat/strada-working-1-4-c-d/13-13/1079445,V-CAR multimarcas,"Rua Ipitanga, 314 - Parque Novos Estados - Campo Grande / MS"
5495,Strada Working 1.4 C.D.,12/12,Prata,Flex,154.900 Km,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/fiat/strada-working-1-4-c-d/12-12/1090286,GTR Automóveis,"Av. Presidente Vargas, 700 - Centro - Caarapó / MS"
5496,Up! Cross 1.0 12v TSi 4p.,15/16,Branca,Flex,71.000 Km,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/up-cross-1-0-12v-tsi-4p/15-16/1083648,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
5497,Voyage Trendline 1.6,17/18,Prata,Flex,Não disponível,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-trendline-1-6/17-18/1074350,Hélio Car Veículos,"Av. Bandeirantes, 1743 - Taquarussú - Campo Grande / MS"
5498,Voyage Trendline 1.6,17/18,Branca,Flex,36.000 Km,"R$ 44.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-trendline-1-6/17-18/1005049,Shalom Veículos,"Av. Coronel Antonino, 25 - Vila Gomes - Campo Grande / MS"
5499,Strada Working 1.4 C.S.,14/15,Branca,Flex,Não disponível,"R$ 44.550,00",https://www.shopcar.com.br/veiculos/fiat/strada-working-1-4-c-s/14-15/1071608,Marvi Automóveis,"Av. Hayel Bon Faker, 901 - Jardim Água Boa - Dourados / MS"
5500,Corolla XEi 1.8 16v A/T,09/09,Preta,Flex,Não disponível,"R$ 44.590,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-1-8-16v/09-09/1076775,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
5501,Cruze LT 1.8 16v A/T,11/12,Branca,Flex,Não disponível,"R$ 44.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cruze-lt-1-8-16v/11-12/1088386,Chacal Automóveis,"Av. Antonio Joaquim de Moura Andrade, 1021 - Centro - Nova Andradina / MS"
5502,Frontier SE 2.8TD 4X4 C.D.,05/05,Preta,Diesel,Não disponível,"R$ 44.800,00",https://www.shopcar.com.br/veiculos/nissan/frontier-se-2-8td-4x4-c-d/05-05/1059430,TR4 Veículos,"Av. Pres. Ernesto Geisel, 5323 - Centro - Campo Grande / MS"
5503,Ka SE 1.0 12v,19/20,Branca,Flex,42.500 Km,"R$ 44.800,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/19-20/1074971,Marreco Veículos,"Rua Amazonas, 1237 - Centro - Campo Grande / MS"
5504,Ka SE 1.0 12v,19/19,Preta,Flex,28.000 Km,"R$ 44.800,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/19-19/1087348,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS"
5505,Voyage Comfortline 1.6 A/T,15/16,Prata,Flex,Não disponível,"R$ 44.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/15-16/1084245,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
5506,Ka SE 1.0 12v,19/20,Cinza,Flex,46.000 Km,"R$ 44.890,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/19-20/1079615,Tiago Florentino Balta,Campo Grande - MS
5507,Voyage Trendline 1.6,18/18,Prata,Flex,Não disponível,"R$ 44.890,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-trendline-1-6/18-18/1049459,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
5508,Bonanza Custom 4.0TD Deluxe,94/94,Preta,Diesel,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/bonanza-custom-4-0td-deluxe/94-94/1022613,Fábio Despachante & Veículos,"Av. Salgado Filho, 1176 - Amambaí - Campo Grande / MS"
5509,Bonanza Custom 4.0TD Deluxe,93/93,Preta,Diesel,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/bonanza-custom-4-0td-deluxe/93-93/1040967,JM Automóveis,"Rua Dona Ambrosina, 68 - Jardim dos Estados - Campo Grande / MS"
5510,C 180 Classic Special 1.6 16v Kompressor A/T,10/10,Preta,Gasolina,180.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-180-classic-special-1-6-16v-kompressor/10-10/986809,Nill Car,"Rua 26 de Agosto, 1580 - Amambaí - Campo Grande / MS"
5511,Cobalt LTZ 1.8,14/15,Preta,Flex,99.319 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cobalt-ltz-1-8/14-15/1088763,Federal Car 2," Av. Bandeirantes, 3006 - Nova Bandeirantes - Campo Grande / MS"
5512,Corolla GLi 1.8 16v A/T,10/11,Prata,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/10-11/1086610,JRC Motors,"R. Kamiei Simabuco, 48 - Vila Margarida - Campo Grande / MS"
5513,Corolla GLi 1.8 16v A/T,10/10,Prata,Flex,161.970 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/10-10/1086965,Kart Veículos,"Rua Rio Grande do Sul, 357 - Jardim dos Estados - Campo Grande / MS"
5514,Corolla XEi 1.8 16v,09/10,Preta,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-1-8-16v/09-10/1076212,Estrela Automóveis,"Av. Bandeirantes, 1758 - Nova Bandeirantes - Campo Grande / MS"
5515,Corolla XEi 2.0 16v A/T,10/11,Preta,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/10-11/958519,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
5516,Corolla XLi 1.8 16v A/T,09/10,Prata,Flex,140.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xli-1-8-16v/09-10/1085295,Stock Car ,"Av. Weimar Gonçalves Torres, 4795 - Centro - Dourados / MS"
5517,CR-V LX 2.0 16v A/T,10/10,Prata,Gasolina,110.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/honda/cr-v-lx-2-0-16v/10-10/1084161,Renove Veículos,"Rua Joaquim Murtinho, 2080 - Itanhangá Park - Campo Grande / MS"
5518,CrossFox 1.6 I-Motion A/T,13/14,Branca,Flex,76.739 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/crossfox-1-6-i-motion/13-14/1072506,SF Carros e Camionetas,"Rua Joaquim Murtinho, 2121 - Itanhangá Park - Campo Grande / MS"
5519,Cruze LT 1.8 16v A/T,12/12,Prata,Flex,114.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cruze-lt-1-8-16v/12-12/1088641,Peres Automóveis,"Av. Bandeirantes, 886 - Amambaí  - Campo Grande / MS"
5520,D10 3.9D,84/84,Bege,Diesel,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/d10-3-9d/84-84/1055036,Planalto Veículos,"Av. Tamandaré, 456 - Vila Planalto - Campo Grande / MS"
5521,EcoSport Freestyle 1.6 16v,12/13,Preta,Flex,86.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-freestyle-1-6-16v/12-13/1079764,RG Veículos,"Av. Toros Puxian, 688 - Vila Morumbi - Campo Grande / MS"
5522,Fiesta Hatch SEL 1.6 16v,17/17,Branca,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-sel-1-6-16v/17-17/1058922,Medcar Veículos,"Av. Weimar G. Torres, 3490 - Centro - Dourados / MS"
5523,Fiesta Hatch Titanium 1.6 16v PowerShift,15/15,Branca,Flex,106.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-titanium-1-6-16v-powershift/15-15/1081377,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
5524,Fit Twist 1.5 16v A/T,13/13,Prata,Flex,71.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/honda/fit-twist-1-5-16v/13-13/1084822,Simon Pedro Acosta Ahad,Campo Grande - MS
5525,Fluence Dynamique 2.0 16v,15/15,Branca,Flex,114.300 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/renault/fluence-dynamique-2-0-16v/15-15/1087453,Kampai,"Rua Rio Branco, 59 - Centro - Corumbá / MS"
5526,Freemont Emotion 2.4 16v A/T,12/12,Branca,Gasolina,122.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/fiat/freemont-emotion-2-4-16v/12-12/1036695,Igarapé Veículos,"Av. Bandeirantes, 2186 - Nova Bandeirantes - Campo Grande / MS"
5527,Fusca 1500,71/71,Bege,Gasolina,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1500/71-71/1065084,Unique Automóveis,"Rua Prof. Luís Alexandre de Oliveira, 255 - Vivenda do Bosque - Campo Grande / MS"
5528,Fusion SEL 3.0 V6 24v A/T,11/11,Preta,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/fusion-sel-3-0-v6-24v/11-11/1056856,Moura Automóveis,"Rua Hayel Bon Faker, 1588 - Jardim Água Boa - Dourados / MS"
5529,Fusion SEL 3.0 V6 24v AWD A/T,09/10,Preta,Gasolina,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/fusion-sel-3-0-v6-24v-awd/09-10/1066802,LS Veículos,"Av. Weimar Gonçalves Torres, 3701 - Centro - Dourados / MS"
5530,Gol 1.0 12v 4p.,19/20,Vermelha,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-12v-4p/19-20/1055077,Jolemar Veículos,"Av. Bandeirantes, 2822 - Nova Bandeirantes - Campo Grande / MS"
5531,Gol 1.6 4p.,19/19,Cinza,Flex,38.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-6-4p/19-19/1088071,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
5532,Gol Comfortline 1.6 4p.,16/17,Prata,Flex,89.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-comfortline-1-6-4p/16-17/1069970,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
5533,Gol Highline 1.6 4p.,16/17,Prata,Flex,10.100 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-highline-1-6-4p/16-17/1084183,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS"
5534,Gol Trendline 1.6 4p.,17/18,Branca,Flex,49.800 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trendline-1-6-4p/17-18/1063689,Meta Multimarcas,"Av. Capitão Olinto Mancini, 196 - Centro - Três Lagoas / MS"
5535,Gol Trendline 1.6 4p.,17/18,Branca,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trendline-1-6-4p/17-18/1088688,Castelo Automóveis,"Av. Bandeirantes, 1949 - Vila Jacy - Campo Grande / MS"
5536,Golf Sportline 1.6,12/13,Prata,Flex,119.800 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-sportline-1-6/12-13/1081453,VM Veículos,"Av. Fabio Zahran, 8328 - Vila Ipiranga - Campo Grande / MS"
5537,Golf Sportline 1.6,12/12,Branca,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-sportline-1-6/12-12/1087965,LM Veículos,"Rua Santa Catarina, 224 - Jardim das Grevilhas - Eldorado / MS"
5538,Grand Cherokee Limited 4.7 V8 A/T,06/06,Preta,Gasolina,106.900 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/jeep/grand-cherokee-limited-4-7-v8/06-06/1080046,Mercosul Multimarcas,"Rua. Amazonas, 2914 - Zona II - Umuarama / PR"
5539,Grand Vitara 2.0 16v A/T,13/14,Branca,Gasolina,105.500 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/suzuki/grand-vitara-2-0-16v/13-14/1062467,Sanauto Automóveis,"Rua Ceára, 1206 - Jardim dos Estados - Campo Grande / MS"
5540,HB20 Comfort 1.0 12v,18/18,Preta,Flex,86.800 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/18-18/1066700,Dois Irmãos Automóveis,"Rua Rachid Neder, 401 - Monte Castelo - Campo Grande / MS"
5541,HB20 Comfort 1.0 12v,17/18,Branca,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/17-18/1089417,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS"
5542,HB20 Comfort 1.0 12v,16/17,Branca,Flex,82.920 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/16-17/1081472,Nação Chevrolet,"Av. Cel. Antonino, 1568 - Coronel Antonino - Campo Grande / MS"
5543,HB20 Comfort 1.0 12v,16/17,Branca,Flex,35.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/16-17/1086956,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
5544,HB20 Comfort 1.0 12v,16/17,Cinza,Flex,38.974 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/16-17/1086959,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
5545,HB20 Comfort Plus 1.0 12v,17/17,Branca,Flex,60.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0-12v/17-17/1077204,Pantanal Veículos,"Rua Munir Thomé,1001 - Centro - Três Lagoas / MS"
5546,HB20 Comfort Plus 1.0 12v,16/16,Prata,Flex,55.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0-12v/16-16/1085452,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
5547,HB20 Comfort Plus 1.0T 12v,16/16,Prata,Flex,55.900 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0t-12v/16-16/1087640,Interlagos Automóveis,"R. Maranhão,  335 - Vila Rica - Campo Grande / MS"
5548,HB20 Comfort Plus 1.0T 12v,16/16,Marrom,Flex,46.041 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0t-12v/16-16/1086966,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
5549,HB20 Comfort Plus 1.6 16v,18/18,Branca,Flex,44.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-6-16v/18-18/1089880,Planalto Veículos,"Av. Tamandaré, 456 - Vila Planalto - Campo Grande / MS"
5550,HB20 Comfort Plus 1.6 16v,17/18,Prata,Gasolina,59.711 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-6-16v/17-18/1083572,SF Carros e Camionetas,"Rua Joaquim Murtinho, 2121 - Itanhangá Park - Campo Grande / MS"
5551,HB20 Premium 1.6 16v A/T,13/13,Azul,Flex,107.900 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-premium-1-6-16v/13-13/1086226,GTR Automóveis,"Av. Presidente Vargas, 700 - Centro - Caarapó / MS"
5552,HB20 Unique 1.0 12v,17/18,Marrom,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-unique-1-0-12v/17-18/1085129,Alternativa Veículos,"Av. Bandeirantes, 1663 - Taquarussu - Campo Grande / MS"
5553,HB20S Comfort Plus 1.0 12v,17/17,Prata,Flex,171.500 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20s-comfort-plus-1-0-12v/17-17/1083436,RWR Multimarcas,"Av. Capitão Olinto Mancini, 4314 - Parque das Mangueiras - Três Lagoas / MS"
5554,HB20S Comfort Plus 1.0 12v,15/15,Prata,Flex,96.600 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20s-comfort-plus-1-0-12v/15-15/1068464,Yanko Automóveis,"Av. Fernando Corrêa da Costa, 1165 - Centro - Campo Grande / MS"
5555,Idea Adventure 1.8 16v Dualogic,14/15,Verde,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/fiat/idea-adventure-1-8-16v-dualogic/14-15/1087610,Portal Veículos,"Av. Capitão Olintho Mancini, 3356 - Centro - Três Lagoas / MS"
5556,Jetta Variant 2.5 20v,11/11,Preta,Gasolina,71.408 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/jetta-variant-2-5-20v/11-11/1084434,Davi Automóveis,"Av. Bandeirantes, 338 - Amambai - Campo Grande / MS"
5557,Ka S 1.0 12v,19/19,Vermelha,Flex,15.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-s-1-0-12v/19-19/1072972,Super Veículos,"Av. Bandeirantes, 2217 - Vila Bandeirantes - Campo Grande / MS"
5558,Ka SE 1.0 12v,19/19,Prata,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/19-19/1020674,Jolemar Veículos,"Av. Bandeirantes, 2822 - Nova Bandeirantes - Campo Grande / MS"
5559,Ka SE 1.0 12v,19/19,Branca,Flex,34.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/19-19/1073662,Grid Automóveis,"Av. das Bandeiras, 500 - Vila Carvalho - Campo Grande / MS"
5560,Ka SE 1.0 12v,18/19,Branca,Flex,58.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/18-19/1086829,NR Veículos,"Av. Marechal Deodoro, 2365 - Guanandi - Campo Grande / MS"
5561,Ka Sedan SE 1.0 12v,18/18,Branca,Flex,68.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-sedan-se-1-0-12v/18-18/1089415,Portal Veículos,"Av. Capitão Olintho Mancini, 3356 - Centro - Três Lagoas / MS"
5562,Ka Sedan SE 1.0 12v,17/18,Prata,Flex,58.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-sedan-se-1-0-12v/17-18/1079219,Vando Veículos,"Av. Bandeirantes, 909 - Amambaí - Campo Grande / MS"
5563,Ka Sedan SE 1.5 16v,17/18,Prata,Flex,54.168 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/ford/ka-sedan-se-1-5-16v/17-18/1074893,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
5564,Lancer GT 2.0 16v A/T,11/12,Cinza,Gasolina,139.934 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/mitsubishi/lancer-gt-2-0-16v/11-12/1070013,Procurocar Carros e Negócios,"Av. Salgado Filho, 987 - Amambaí - Campo Grande / MS"
5565,Linea Essence 1.8 16v,15/16,Branca,Flex,70.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/fiat/linea-essence-1-8-16v/15-16/1087692,Via Premium Motors,"Weimar Gonçalves Torres, 5155 - Jardim Guanabara - Dourados / MS"
5566,Onix Joy 1.0,19/19,Prata,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/19-19/1072565,Crescente Veículos,"Av. Bandeirantes, 2817 - Nova Bandeirante - Campo Grande / MS"
5567,Onix Joy 1.0,18/19,Branca,Flex,66.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/18-19/1067605,Vincar Automóveis,"Av. Bandeirantes, 2295 - Nova Bandeirantes - Campo Grande / MS"
5568,Onix Joy 1.0,17/18,Cinza,Flex,Não disponível,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/17-18/1082009,Alternativa Veículos,"Av. Bandeirantes, 1663 - Taquarussu - Campo Grande / MS"
5569,Onix LT 1.0,17/18,Branca,Flex,53.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-0/17-18/1080819,BM Motors,"Avenida Presidente Ernesto Geisel, 6103 - Cabreuva - Campo Grande / MS"
5570,Onix LTZ 1.4,14/15,Prata,Flex,111.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-ltz-1-4/14-15/1087385,Portal Veículos,"Av. Capitão Olintho Mancini, 3356 - Centro - Três Lagoas / MS"
5571,Palio Weekend Adventure 1.8 16v,14/15,Prata,Flex,109.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-16v/14-15/1087850,Dumas Torraca Michels,Dourados - MS
5572,Palio Weekend Adventure 1.8 16v,13/14,Cinza,Flex,103.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-16v/13-14/1083672,Alvorada Veículos,"Av. Jofre de Araujo, 185 - Centro - Nova Alvorada do Sul / MS"
5573,Palio Weekend Adventure 1.8 16v,13/14,Cinza,Flex,107.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-16v/13-14/1090371,Alvorada Veículos,"Av. Dr Julio Siqueira Maia, 1286 - Centro - Rio Brilhante / MS"
5574,Prisma LT 1.0,15/15,Prata,Flex,56.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-lt-1-0/15-15/1084197,Jetta Veículos,"Av. Bandeirantes, 3107 - Amambaí - Campo Grande / MS"
5575,Prisma LT 1.4 A/T,14/15,Branca,Flex,117.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-lt-1-4/14-15/1088716,Império Veículos,"Av. Bandeirantes, 2689 - Vila Bandeirante - Campo Grande / MS"
5576,Sandero Authentique 1.0 12v,19/20,Branca,Flex,68.363 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-authentique-1-0-12v/19-20/1088752,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
5577,Sandero GT Line 1.6 16v,17/17,Branca,Flex,55.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-gt-line-1-6-16v/17-17/1087196,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
5578,Sandero GT Line 1.6 16v,16/17,Branca,Flex,55.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-gt-line-1-6-16v/16-17/1087193,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
5579,Santa Fe GLS 3.5 V6 24v A/T,11/12,Prata,Gasolina,185.000 Km,"R$ 44.900,00",https://www.shopcar.com.br/veiculos/hyundai/santa-fe-gls-3-5-v6-24v/11-12/1044805,Auto + Veículos,"Av. Hayel Bon Faker, 1300 - Jardim Água Boa - Dourados / MS"
