,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
9045,Compass Limited 2.0 16v,17/18,Preta,Flex,63.714 Km,"R$ 114.990,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/17-18/1069838,Couto Car Comércio de Veículos,"Av. Weimar Gonçalves Torres, 3076 - Centro - Dourados / MS"
9046,Hilux SRV 2.7 16v C.D. A/T,14/15,Branca,Flex,44.000 Km,"R$ 114.990,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-c-d/14-15/1090228,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
9047,C 63 AMG 6.3 V8 32v A/T,08/09,Preta,Gasolina,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/mercedes-benz/c-63-amg-6-3-v8-32v/08-09/1060253,R.A. Veículos,"Av. Weimar Gonçalves Torres, 4020 - Jardim Caramuru - Dourados / MS"
9048,Compass Limited 2.0 16v A/T,17/17,Preta,Flex,45.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/17-17/1074233,Nill Car,"Rua 26 de Agosto, 1580 - Amambaí - Campo Grande / MS"
9049,Compass Longitude 2.0 16v A/T,18/19,Branca,Flex,54.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/18-19/1084638,R.A. Veículos,"Av. Weimar Gonçalves Torres, 4020 - Jardim Caramuru - Dourados / MS"
9050,Corolla XEi 2.0 16v,19/19,Preta,Flex,14.810 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1087392,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
9051,Corolla XEi 2.0 16v,18/19,Prata,Flex,28.500 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1089336,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
9052,Corolla XEi 2.0 16v,18/19,Prata,Flex,51.076 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1080189,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
9053,Corolla XEi 2.0 16v,18/19,Branca,Flex,47.794 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/18-19/1089248,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
9054,Fusion Titanium 2.0T 16v AWD A/T,18/18,Branca,Gasolina,40.777 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/ford/fusion-titanium-2-0t-16v-awd/18-18/1089988,Padrão Veículos,"Rua João Teodoro Braga,1275 - Centro - Nova Andradina / MS"
9055,GLK 220 2.2CDi 16v A/T,13/14,Branca,Diesel,72.050 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/mercedes-benz/glk-220-2-2cdi-16v/13-14/1090324,Paulo Faracco,Campo Grande - MS
9056,Golf GTi 2.0 16v TSi,13/14,Cinza,Gasolina,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-gti-2-0-16v-tsi/13-14/1073955,Fashion Car,"Rua Antônio de Souza Marcondes, 2879 - BNH - Maracaju / MS"
9057,Hilux D4-D 3.0TDi 16v 4x4 C.D.,12/13,Prata,Diesel,142.859 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-d4-d-3-0tdi-16v-4x4-c-d/12-13/1086484,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
9058,Hilux D4-D 3.0TDi 16v 4X4 C.S.,14/15,Branca,Diesel,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-d4-d-3-0tdi-16v-4x4-c-s/14-15/1081311,Seminovos Grupo Enzo,"Av. Costa e Silva, 405 - 1° andar - Vila Progresso - Campo Grande / MS"
9059,Hilux SRV 2.7 16v C.D.,14/15,Branca,Flex,135.500 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-c-d/14-15/1080951,Seminovos Grupo Enzo,"Av. Costa e Silva, 405 - 1° andar - Vila Progresso - Campo Grande / MS"
9060,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,13/13,Preta,Diesel,230.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/13-13/1084954,Claudemir José de Lima,Coxim - MS
9061,L200 Triton GLS 3.2TDi 16v 4X4 C.D.,14/15,Branca,Diesel,240.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/mitsubishi/l200-triton-gls-3-2tdi-16v-4x4-c-d/14-15/1084344,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
9062,L200 Triton HPE 3.2TDi 16v 4X4 C.D. A/T,15/16,Prata,Diesel,265.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/mitsubishi/l200-triton-hpe-3-2tdi-16v-4x4-c-d/15-16/1087116,Estacionamento Três Lagoas,"Av. Capitão Olinto Mancini, 1342 - Centro - Três Lagoas / MS"
9063,L200 Triton HPE 3.2TDi 16v 4X4 C.D. A/T,15/15,Preta,Diesel,158.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/mitsubishi/l200-triton-hpe-3-2tdi-16v-4x4-c-d/15-15/1084423,Estacionamento Três Lagoas,"Av. Capitão Olinto Mancini, 1342 - Centro - Três Lagoas / MS"
9064,Nivus Highline 1.0 12v TSi A/T,20/21,Branca,Flex,6.200 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/nivus-highline-1-0-12v-tsi/20-21/1088931,HP Motors,"Av. 11 de Dezembro, 85 - Coronel Camisão - Jardim / MS"
9065,Polo Hatch GTS 1.4 16v TSi A/T,19/20,Chumbo,Flex,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/polo-hatch-gts-1-4-16v-tsi/19-20/968449,RM Veículos,"Rua Rubens Gil de Camilo, 300 - Chácara Cachoeira - Campo Grande / MS"
9066,Range R. Evoque Pure 2.0T 16v Si4 A/T,13/13,Verde,Gasolina,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/land-rover/range-r-evoque-pure-2-0t-16v-si4/13-13/1001876,Arlindo Automóveis,"Av. Bandeirantes, 1879 - Taquarussu - Campo Grande / MS"
9067,Ranger Limited 3.2TDCi 20v 4x4 C.D.,12/13,Branca,Diesel,116.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/ford/ranger-limited-3-2tdci-20v-4x4-c-d/12-13/1090218,Redentor Motors,"Rua Franklin Ferreira Ribeiro, 2820 - Centro - Maracaju / MS"
9068,Ranger XLT 3.2TDCi 20v 4x4 C.D. A/T,12/13,Branca,Diesel,109.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-3-2tdci-20v-4x4-c-d/12-13/1083024,Bom Pastor Motors,"Rua Vera Cruz, 51 - Vila Morumbi - Campo Grande / MS"
9069,S10 Advantage 2.5 16v C.D.,18/19,Chumbo,Flex,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-5-16v-c-d/18-19/1078650,TJ Garage,Rua Dr. Coutinho 1241 - Centro - Caarapó / MS
9070,S10 Advantage 2.5 16v C.D.,18/19,Cinza,Flex,16.600 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-5-16v-c-d/18-19/1081823,Junior Automóveis,"Av. Pedro Manvailer, 2285 - Centro - Amambaí / MS"
9071,S10 LT 2.8CTDi 16v 4x4 C.D.,14/14,Preta,Diesel,185.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/14-14/1068460,Redentor Motors,"Rua Franklin Ferreira Ribeiro, 2820 - Centro - Maracaju / MS"
9072,S10 LTZ 2.5 16v 4x4 C.D.,17/17,Branca,Flex,79.800 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-4x4-c-d/17-17/1084771,Giovel Automóveis,"Rua Antonio Maria Coelho, 880 - Centro - Campo Grande / MS"
9073,S10 LTZ 2.8CTDi 16v 4x4 C.D.,13/13,Preta,Diesel,Não disponível,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-8ctdi-16v-4x4-c-d/13-13/1075895,Fashion Car,"Rua Antônio de Souza Marcondes, 2879 - BNH - Maracaju / MS"
9074,T-Cross Comfortline 1.0 12v TSi A/T,20/20,Branca,Flex,20.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/20-20/1086736,Gustavo Aurelio de Oliveira,Camapuã - MS
9075,Toro Volcano 2.0TDi 16v 4x4 A/T,16/17,Prata,Diesel,85.000 Km,"R$ 115.000,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/16-17/1087816,Libório & Gerson Automóveis,"Av. Weimar G. Torres, 2478 - Centro - Dourados / MS"
9076,Tracker LT 1.0T 12v,20/21,Prata,Flex,14.490 Km,"R$ 115.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/tracker-lt-1-0t-12v/20-21/1086468,Perkal Chevrolet,"Av. Eduardo Elias Zahran, 2190 - Vilas Boas - Campo Grande / MS"
9077,S10 LT 2.8CTDi 16v 4x4 C.D.,15/16,Cinza,Diesel,Não disponível,"R$ 115.890,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/15-16/1083263,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
9078,S10 LT 2.8CTDi 16v 4x4 C.D.,15/16,Cinza,Diesel,Não disponível,"R$ 115.890,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/15-16/1083264,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
9079,Corolla XEi 2.0 16v,19/19,Prata,Flex,14.000 Km,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/19-19/1090164,Kampai,"Rua Rio Branco, 59 - Centro - Corumbá / MS"
9080,Hilux SR D4-D 3.0TDi 16v 4X4 C.D. A/T,11/11,Prata,Diesel,Não disponível,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/11-11/1081693,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
9081,Hilux SRV 2.7 16v C.D. A/T,15/15,Branca,Flex,153.000 Km,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-c-d/15-15/1078632,RM Veículos,"Rua Rubens Gil de Camilo, 300 - Chácara Cachoeira - Campo Grande / MS"
9082,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,12/12,Bege,Diesel,392.620 Km,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/12-12/1088904,SF Carros e Camionetas,"Rua Joaquim Murtinho, 2121 - Itanhangá Park - Campo Grande / MS"
9083,Hilux SRV D4-D 3.0TDi 16v 4X4 C.D. A/T,11/11,Prata,Diesel,193.000 Km,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-d4-d-3-0tdi-16v-4x4-c-d/11-11/1089691,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
9084,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,10/10,Bege,Diesel,Não disponível,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/10-10/1078320,Bruno Automóveis,"Av. Fernando Corrêa da Costa, 1069 - Centro - Campo Grande / MS"
9085,Tucson GL 1.6T 16v A/T,18/18,Branca,Gasolina,26.000 Km,"R$ 115.900,00",https://www.shopcar.com.br/veiculos/hyundai/tucson-gl-1-6t-16v/18-18/1089422,Lucas,"Av. Doutor Osvaldo Arantes Filho, 605 - Chácara Cachoeira  - Campo Grande / MS"
9086,Ranger XLT 3.2TDCi 20v 4x4 C.D. A/T,12/13,Prata,Diesel,123.000 Km,"R$ 115.990,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-3-2tdci-20v-4x4-c-d/12-13/1087680,LA Veículos,"Rua Joaquim Murtinho, 2757 - Miguel Couto - Campo Grande / MS"
9087,S10 LT 2.8CTDi 16v 4x4 C.D.,15/16,Prata,Diesel,194.000 Km,"R$ 115.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/15-16/1073699,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
9088,S10 LT 2.8CTDi 16v 4x4 C.D.,15/16,Prata,Diesel,Não disponível,"R$ 115.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/15-16/1074896,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
9089,Toro Volcano 2.0TDi 16v 4x4 A/T,16/17,Vermelha,Diesel,32.000 Km,"R$ 115.990,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/16-17/1088272,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
9090,Toro Volcano 2.0TDi 16v 4x4 A/T,16/17,Vermelha,Diesel,35.000 Km,"R$ 115.990,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/16-17/1088282,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
9091,Compass Longitude 2.0 16v A/T,18/19,Branca,Flex,25.500 Km,"R$ 116.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/18-19/1080607,Pantanal Veículos,"Rua Vitória, 1084 - Centro - Rio Verde de Mato Grosso / MS"
9092,Hilux SR D4-D 3.0TDi 16v 4X4 C.D. A/T,13/13,Preta,Diesel,210.000 Km,"R$ 116.500,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/13-13/1081296,V8 Veículos,"Av. Fernando Correa da Costa, 2075 - Centro - Campo Grande / MS"
9093,Compass Limited 2.0 16v A/T,18/18,Branca,Flex,44.000 Km,"R$ 116.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1076510,Walker Motors,"Av. Primeiro de Maio, 277 - Jardim São Bento  - Campo Grande / MS"
9094,Compass Longitude 2.0 16v A/T,19/19,Preta,Flex,30.000 Km,"R$ 116.900,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/19-19/1070680,MF Motors,"Av. Dr. Vilella de Andrade, 7 - Vila Albuquerque - Campo Grande / MS"
9095,T-Cross Comfortline 1.0 12v TSi,20/20,Branca,Flex,21.000 Km,"R$ 116.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-comfortline-1-0-12v-tsi/20-20/1088991,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
9096,Toro Freedom 2.0TDi 16v 4x4 A/T,17/18,Branca,Diesel,47.000 Km,"R$ 116.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/17-18/1073155,Eduardo,Campo Grande - MS
9097,S10 LTZ 2.5 16v 4x4 C.D. A/T,16/17,Branca,Flex,140.000 Km,"R$ 116.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-4x4-c-d/16-17/1086871,S.I Motors,"Av. Rita Vieira de Andrade, 1456 - Rita Vieira - Campo Grande / MS"
9098,Amarok Trendline 2.0TDi 16v 4x4 C.D. A/T,15/16,Branca,Diesel,168.000 Km,"R$ 117.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/amarok-trendline-2-0tdi-16v-4x4-c-d/15-16/1075954,ConMotors," Av. Durval Rodrigues Lopes, 1167 - Centro - Paranaíba / MS"
9099,Compass Limited 2.0 16v A/T,17/18,Preta,Flex,54.000 Km,"R$ 117.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/17-18/1072371,Camionetes MS,"Rua. Maranhão, 95 - Vila Célia - Campo Grande / MS"
9100,Hilux D4-D 3.0TDi 16v 4x4 C.D.,13/14,Prata,Diesel,231.562 Km,"R$ 117.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-d4-d-3-0tdi-16v-4x4-c-d/13-14/1085268,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
9101,Hilux SR D4-D 3.0TDi 16v 4X4 C.D.,15/15,Branca,Diesel,150 Km,"R$ 117.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sr-d4-d-3-0tdi-16v-4x4-c-d/15-15/1076532,Star Motors,"Av. Nosso Senhor do Bomfim, 2471 - Parque Novos Estados  - Campo Grande / MS"
9102,Compass Longitude 2.0 16v,18/19,Branca,Flex,23.200 Km,"R$ 117.500,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/18-19/1079999,Enzo Chrysler Jeep Dodge Ram,"Av. Afonso Pena, 5636 - Chácara Cachoeira - Campo Grande / MS"
9103,Compass Sport 2.0 16v A/T,19/19,Branca,Flex,5.000 Km,"R$ 117.600,00",https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/19-19/1086233,Cristhiane de Kepe,Campo Grande - MS
9104,Nivus Highline 1.0 12v TSi A/T,21/21,Branca,Flex,Não disponível,"R$ 117.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/nivus-highline-1-0-12v-tsi/21-21/1071580,Clodoaldo Veículos,"Av. Rosario Gongro, 1451 - Colinos - Três Lagoas / MS"
9105,S10 LT 2.4 C.D. A/T,17/18,Branca,Flex,56.000 Km,"R$ 117.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-4-c-d/17-18/1090374,V4 Veículos Matriz,"Av. Fabio Zahran, 7279 - Jd. America  - Campo Grande / MS"
9106,Toro Volcano 2.0TDi 16v 4x4 A/T,17/17,Preta,Diesel,Não disponível,"R$ 117.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/17-17/1076342,Moura Automóveis,"Rua Hayel Bon Faker, 1588 - Jardim Água Boa - Dourados / MS"
9107,320i Sport 2.0T 16v A/T,15/15,Preta,Flex,22.000 Km,"R$ 117.990,00",https://www.shopcar.com.br/veiculos/bmw/320i-sport-2-0t-16v/15-15/1078731,Brutalle Premium,"Rua Dr. Antônio Alves Arantes, 385 - Chácara Cachoeira - Campo Grande / MS"
9108,Hilux SRV 2.7 16v C.D. A/T,15/15,Prata,Flex,95.000 Km,"R$ 117.990,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-c-d/15-15/1075436,Brutalle Premium,"Rua Dr. Antônio Alves Arantes, 385 - Chácara Cachoeira - Campo Grande / MS"
9109,Hilux SW4 SR 2.7 16v A/T,15/15,Prata,Flex,45.550 Km,"R$ 117.990,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-sr-2-7-16v/15-15/1081055,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
9110,Compass Longitude 2.0 16v A/T,18/19,Cinza,Flex,45.856 Km,"R$ 118.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-longitude-2-0-16v/18-19/1089998,Nakamura Veículos,"Av. Euríco Soares Andrade, 1031 - Centro - Nova Andradina / MS"
9111,Compass Sport 2.0 16v A/T,19/19,Branca,Flex,4.000 Km,"R$ 118.000,00",https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/19-19/1076312,JJ Veículos e Negócios,"Av. das Bandeiras, 50 - Vila Carvalho - Campo Grande / MS"
9112,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,16/16,Branca,Diesel,Não disponível,"R$ 118.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/16-16/1083009,Alan Veículos,"Av. Hayel Bon Faker, 955 - Jardim Água Boa - Dourados / MS"
9113,Toro Volcano 2.0TDi 16v 4x4 A/T,17/18,Preta,Diesel,Não disponível,"R$ 118.000,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/17-18/1082905,R.A. Veículos,"Av. Weimar Gonçalves Torres, 4020 - Jardim Caramuru - Dourados / MS"
9114,Toro Volcano 2.0TDi 16v 4x4 A/T,17/18,Branca,Diesel,84.000 Km,"R$ 118.000,00",https://www.shopcar.com.br/veiculos/fiat/toro-volcano-2-0tdi-16v-4x4/17-18/1075377,Automotors Veículos,"Av. Ernesto Geisel, 5383 - Centro - Campo Grande / MS"
9115,TrailBlazer LTZ 2.8CTDi 16v 4x4 A/T,13/13,Branca,Diesel,159.390 Km,"R$ 118.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/trailblazer-ltz-2-8ctdi-16v-4x4/13-13/1089897,Davi Automóveis,"Av. Bandeirantes, 338 - Amambai - Campo Grande / MS"
9116,Compass Limited 2.0 16v A/T,18/18,Branca,Flex,43.100 Km,"R$ 118.500,00",https://www.shopcar.com.br/veiculos/jeep/compass-limited-2-0-16v/18-18/1090342,Allan,"Rua Jeriba, 325 Sala 11 - Chácara Cachoeira - Campo Grande / MS"
9117,F250 XLT 3.9TDi 16v,09/09,Prata,Diesel,Não disponível,"R$ 118.890,00",https://www.shopcar.com.br/veiculos/ford/f250-xlt-3-9tdi-16v/09-09/1084773,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
9118,S10 LTZ 2.5 16v 4x4 C.D.,16/17,Azul,Flex,100.000 Km,"R$ 118.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-5-16v-4x4-c-d/16-17/1087986,BSG Veículos,"Av. Cel. Antonino, 2053 - Conj. Res. Estrela do Sul - Campo Grande / MS"
9119,Toro Freedom 2.0TDi 16v 4x4 A/T,17/18,Branca,Diesel,45.000 Km,"R$ 118.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/17-18/1081727,BM Motors,"Avenida Presidente Ernesto Geisel, 6103 - Cabreuva - Campo Grande / MS"
9120,Toro Freedom 2.0TDi 16v 4x4 A/T,17/18,Branca,Diesel,48.300 Km,"R$ 118.900,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/17-18/1087213,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
9121,Amarok SE 2.0TDi 16v 4x4 C.D.,18/18,Preta,Diesel,67.000 Km,"R$ 119.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/amarok-se-2-0tdi-16v-4x4-c-d/18-18/1085265,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS"
9122,Grand Cherokee Limited 3.6 V6 24v,14/15,Preta,Gasolina,97.000 Km,"R$ 119.000,00",https://www.shopcar.com.br/veiculos/jeep/grand-cherokee-limited-3-6-v6-24v/14-15/1087645,Capital Motors,"Rua Rui Barbosa, 131 - Jardim Paulista - Campo Grande / MS"
9123,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,11/11,Preta,Diesel,237.000 Km,"R$ 119.000,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/11-11/1083124,Triton Multimarcas,"Rua Sebastião Lima, 160 - Vila Glória - Campo Grande / MS"
9124,L200 Triton HPE 3.2TDi 16v 4X4 C.D. A/T,14/15,Prata,Diesel,148.400 Km,"R$ 119.000,00",https://www.shopcar.com.br/veiculos/mitsubishi/l200-triton-hpe-3-2tdi-16v-4x4-c-d/14-15/1081601,Rodrigo Molina Tiba,Nova Andradina - MS
9125,Ranger XLT 2.5 16v C.D.,16/17,Prata,Flex,96.000 Km,"R$ 119.000,00",https://www.shopcar.com.br/veiculos/ford/ranger-xlt-2-5-16v-c-d/16-17/1053683,Felipe Medeiros Campos ,Corumbá - MS
9126,S10 LT 2.8CTDi 16v 4x4 C.D. A/T,16/16,Vermelha,Diesel,105.000 Km,"R$ 119.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-8ctdi-16v-4x4-c-d/16-16/1088814,Marreco Veículos,"Rua Amazonas, 1237 - Centro - Campo Grande / MS"
9127,Toro Freedom 2.0TDi 16v 4x4,17/18,Branca,Diesel,Não disponível,"R$ 119.800,00",https://www.shopcar.com.br/veiculos/fiat/toro-freedom-2-0tdi-16v-4x4/17-18/1088557,Pagani Motors,"Rua Santana, 342 - Jardim TV Morena - Campo Grande / MS"
9128,A 250 Sport 2.0T 16v A/T,14/15,Prata,Gasolina,89.754 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/mercedes-benz/a-250-sport-2-0t-16v/14-15/1085755,Auto Cred Motors,"Av. Weimar Gonçalves Torres, 1200 - Centro - Dourados / MS"
9129,Corolla GLi 2.0 16v A/T,21/22,Branca,Flex,9.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-2-0-16v/21-22/1083550,Portal Veículos,"Av. Capitão Olintho Mancini, 3356 - Centro - Três Lagoas / MS"
9130,F250 XLT 3.9TDi 16v,09/10,Prata,Diesel,Não disponível,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/ford/f250-xlt-3-9tdi-16v/09-10/1086602,Via Premium Motors,"Weimar Gonçalves Torres, 5155 - Jardim Guanabara - Dourados / MS"
9131,Grand Santa Fe GLS 3.3 V6 24v A/T,15/16,Preta,Gasolina,49.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/hyundai/grand-santa-fe-gls-3-3-v6-24v/15-16/1044430,Gilmar,Campo Grande - MS
9132,Hilux SRV 2.7 16v 4x4 C.D. A/T,14/15,Branca,Flex,93.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-2-7-16v-4x4-c-d/14-15/1084087,Alvorada Veículos,"Av. Dr Julio Siqueira Maia, 1286 - Centro - Rio Brilhante / MS"
9133,Hilux SRV Top D4-D 3.0TDi 16v 4X4 C.D. A/T,12/13,Prata,Diesel,250.000 Km,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-srv-top-d4-d-3-0tdi-16v-4x4-c-d/12-13/1086654,Bruno Motos,"Rua Porfírio Gonçalves, 1081 - Centro - Rio Verde de Mato Grosso / MS"
9134,Hilux SW4 SRV D4-D 3.0TDi 16v A/T,10/11,Preta,Diesel,Não disponível,"R$ 119.900,00",https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-srv-d4-d-3-0tdi-16v/10-11/1085108,Via Premium Motors,"Weimar Gonçalves Torres, 5155 - Jardim Guanabara - Dourados / MS"
