Id_Anuncio_ShopCar,Unnamed: 0,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade,Ano_Fabricacao,Ano_Modelo,Estado_Anuncio,Endereco_Anuncio,Bairro_Anuncio,Cidade_Anuncio,Marca
1076429,597,Corolla XEi 2.0 16v A/T,15/16,Cinza,Flex,103705.0,83000.0,https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/15-16/1076429,FM Veículos,"Rua Munir Thomé, 566 - Centro - Três Lagoas / MS",2015,2016, MS,"Rua Munir Thomé, 566 ", Centro , Três Lagoas ,toyota
1084379,598,Kicks SL 1.6 16v A/T,17/18,Preta,Flex,32000.0,83000.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/17-18/1084379,Francisco Leal de Queiroz Neto ,Três Lagoas - MS,2017,2018,,Três Lagoas , MS,,nissan
1087387,599,Onix Premier 1.0T 12v A/T,19/20,Prata,Flex,35500.0,83000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-premier-1-0t-12v/19-20/1087387,Giovane Souza Rosa,Dourados - MS,2019,2020,,Dourados , MS,,gm-chevrolet
1082738,600,Creta Sport 2.0 16v A/T,18/18,Branca,Flex,90000.0,83500.0,https://www.shopcar.com.br/veiculos/hyundai/creta-sport-2-0-16v/18-18/1082738,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2018,2018, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,hyundai
1086065,601,A3 Sedan Ambition 1.8 TFSi 16v A/T,13/14,Branca,Gasolina,78000.0,83900.0,https://www.shopcar.com.br/veiculos/audi/a3-sedan-ambition-1-8-tfsi-16v/13-14/1086065,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS",2013,2014, MS,"Rua do Rosário, 259 ", Vila Gomes , Campo Grande ,audi
1083385,602,Kicks S 1.6 16v A/T,19/20,Prata,Flex,31439.0,83900.0,https://www.shopcar.com.br/veiculos/nissan/kicks-s-1-6-16v/19-20/1083385,Ulsan Hyundai,"Av. Calógeras, 950 - Centro - Campo Grande / MS",2019,2020, MS,"Av. Calógeras, 950 ", Centro , Campo Grande ,nissan
1079605,603,Rav4 2.0 16v 4x4 A/T,14/14,Preta,Gasolina,,83900.0,https://www.shopcar.com.br/veiculos/toyota/rav4-2-0-16v-4x4/14-14/1079605,Taira Veículos,"Rua Rui Barbosa, 1723 - Vila Glória - Campo Grande / MS",2014,2014, MS,"Rua Rui Barbosa, 1723 ", Vila Glória , Campo Grande ,toyota
1077581,604,Toro Endurance 1.8 16v,18/19,Prata,Flex,50000.0,83900.0,https://www.shopcar.com.br/veiculos/fiat/toro-endurance-1-8-16v/18-19/1077581,Federal Car 2," Av. Bandeirantes, 3006 - Nova Bandeirantes - Campo Grande / MS",2018,2019, MS," Av. Bandeirantes, 3006 ", Nova Bandeirantes , Campo Grande ,fiat
1064955,605,Corolla XEi 2.0 16v A/T,16/17,Azul,Flex,73500.0,83990.0,https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/16-17/1064955,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2016,2017, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,toyota
1074284,606,EcoSport FreeStyle 1.5 12v A/T,19/20,Prata,Flex,19000.0,83990.0,https://www.shopcar.com.br/veiculos/ford/ecosport-freestyle-1-5-12v/19-20/1074284,Autobel Veículos,"Av. Afonso Pena, 5533 - Santa Fé - Campo Grande / MS",2019,2020, MS,"Av. Afonso Pena, 5533 ", Santa Fé , Campo Grande ,ford
1043220,607,EcoSport Titanium 1.5 12v A/T,19/20,Preta,Flex,26500.0,83990.0,https://www.shopcar.com.br/veiculos/ford/ecosport-titanium-1-5-12v/19-20/1043220,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2019,2020, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,ford
1074700,608,Sportage EX 2.0 16v A/T,14/15,Preta,Flex,141184.0,84000.0,https://www.shopcar.com.br/veiculos/kia/sportage-ex-2-0-16v/14-15/1074700,FM Veículos,"Rua Munir Thomé, 566 - Centro - Três Lagoas / MS",2014,2015, MS,"Rua Munir Thomé, 566 ", Centro , Três Lagoas ,kia
1087764,609,Tiguan 2.0 16v TSi A/T,15/15,Cinza,Gasolina,74521.0,84000.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/tiguan-2-0-16v-tsi/15-15/1087764,FM Veículos,"Rua Munir Thomé, 566 - Centro - Três Lagoas / MS",2015,2015, MS,"Rua Munir Thomé, 566 ", Centro , Três Lagoas ,vw-volkswagen
1088242,610,Toro Endurance 1.8 16v,20/20,Branca,Flex,9800.0,84000.0,https://www.shopcar.com.br/veiculos/fiat/toro-endurance-1-8-16v/20-20/1088242,Jonas Pires Almeida,Glória de Dourados - MS,2020,2020,,Glória de Dourados , MS,,fiat
1085143,611,Tracker LTZ 1.4T 16v A/T,16/17,Branca,Flex,42609.0,84000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/tracker-ltz-1-4t-16v/16-17/1085143,Rodrigo Dangui,Campo Grande - MS,2016,2017,,Campo Grande , MS,,gm-chevrolet
1090196,612,Captur Intense 1.6 16v A/T,19/19,Branca,Flex,47323.0,84450.0,https://www.shopcar.com.br/veiculos/renault/captur-intense-1-6-16v/19-19/1090196,Localiza Seminovos,"Av. Afonso Pena, 5500 - Chácara Cachoeira - Campo Grande / MS",2019,2019, MS,"Av. Afonso Pena, 5500 ", Chácara Cachoeira , Campo Grande ,renault
/976524,613,Corolla XEi 2.0 16v A/T,16/17,Branca,Flex,73000.0,84499.0,https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/16-17/976524,Helton Henrique Vasco Pires,Inocência - MS,2016,2017,,Inocência , MS,,toyota
1086212,614,S10 Advantage 2.4 C.D.,16/16,Prata,Flex,,84500.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-4-c-d/16-16/1086212,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS",2016,2016, MS,"Av. Bandeirantes, 1878 ", Taquarussu , Campo Grande ,gm-chevrolet
1077243,615,Corolla XEi 2.0 16v A/T,15/16,Prata,Flex,45900.0,84900.0,https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/15-16/1077243,Macan Veículos,"Rua. Dr. Antônio Alves Arantes, 213 - Chácara Cachoeira - Campo Grande / MS",2015,2016, MS,"Rua. Dr. Antônio Alves Arantes, 213 ", Chácara Cachoeira , Campo Grande ,toyota
1088202,616,Hilux SR 2.7 16v C.D. A/T,14/14,Branca,Flex,89000.0,84900.0,https://www.shopcar.com.br/veiculos/toyota/hilux-sr-2-7-16v-c-d/14-14/1088202,Felipe Baetz Leão de Souza,Campo Grande - MS,2014,2014,,Campo Grande , MS,,toyota
1087192,617,Kicks SV 1.6 16v,18/18,Cinza,Flex,55000.0,84900.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sv-1-6-16v/18-18/1087192,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS",2018,2018, MS,"Rua Ceará, 2594 ", Vila Rica , Campo Grande ,nissan
1086999,618,Polo Hatch Highline 1.0 12v TSi A/T,20/20,Branca,Flex,17000.0,84900.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/polo-hatch-highline-1-0-12v-tsi/20-20/1086999,Jonathan William Batista Macena,Ponta Porã - MS,2020,2020,,Ponta Porã , MS,,vw-volkswagen
1089647,619,Kicks SV 1.6 16v A/T,17/18,Branca,Flex,34921.0,84990.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sv-1-6-16v/17-18/1089647,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS",2017,2018, MS,"Av. Mascarenhas de Moraes, 1826 ", Sala 01 , Monte Castelo - Campo Grande ,nissan
1086024,620,EcoSport Titanium 1.5 12v,19/20,Prata,Flex,63020.0,85000.0,https://www.shopcar.com.br/veiculos/ford/ecosport-titanium-1-5-12v/19-20/1086024,Marcos Vinicius Nunes Pinto,Campo Grande - MS,2019,2020,,Campo Grande , MS,,ford
1088090,621,FX35 3.5 V6 24v AWD A/T,06/06,Branca,Gasolina,82000.0,85000.0,https://www.shopcar.com.br/veiculos/infiniti/fx35-3-5-v6-24v-awd/06-06/1088090,Juliani Tambosi,Dourados - MS,2006,2006,,Dourados , MS,,infiniti
1088735,622,Hilux SW4 SR 2.7 16v A/T,12/12,Preta,Gasolina,,85000.0,https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-sr-2-7-16v/12-12/1088735,Maria Izabel de Souza Nunes,Campo Grande - MS,2012,2012,,Campo Grande , MS,,toyota
1074337,623,Spin Activ7 1.8 A/T,19/20,Cinza,Flex,40163.0,85490.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/spin-activ7-1-8/19-20/1074337,Localiza Seminovos,"Av. Afonso Pena, 5500 - Chácara Cachoeira - Campo Grande / MS",2019,2020, MS,"Av. Afonso Pena, 5500 ", Chácara Cachoeira , Campo Grande ,gm-chevrolet
1086586,624,320i 2.0T 16v A/T,13/14,Preta,Flex,73633.0,85900.0,https://www.shopcar.com.br/veiculos/bmw/320i-2-0t-16v/13-14/1086586,Macan Veículos,"Rua. Dr. Antônio Alves Arantes, 213 - Chácara Cachoeira - Campo Grande / MS",2013,2014, MS,"Rua. Dr. Antônio Alves Arantes, 213 ", Chácara Cachoeira , Campo Grande ,bmw
1082562,625,S10 LT 2.5 16v C.D.,14/15,Prata,Flex,100600.0,85900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-lt-2-5-16v-c-d/14-15/1082562,Dois Irmãos Automóveis,"Rua Rachid Neder, 401 - Monte Castelo - Campo Grande / MS",2014,2015, MS,"Rua Rachid Neder, 401 ", Monte Castelo , Campo Grande ,gm-chevrolet
1080337,626,S10 LTZ 2.4 C.D.,14/14,Prata,Flex,50605.0,85900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-ltz-2-4-c-d/14-14/1080337,Paulo Dainez Sozzi,Dourados - MS,2014,2014,,Dourados , MS,,gm-chevrolet
1083463,627,ASX 2.0 16v AWD A/T,17/17,Cinza,Gasolina,29900.0,85990.0,https://www.shopcar.com.br/veiculos/mitsubishi/asx-2-0-16v-awd/17-17/1083463,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2017,2017, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,mitsubishi
1077321,628,Renegade Longitude 2.0TDi 16v 4x4 A/T,15/16,Preta,Diesel,89000.0,85990.0,https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-2-0tdi-16v-4x4/15-16/1077321,Vimar Autocar,"Rua Antonio Alves Arantes, 146 - Chácara Cachoeira - Campo Grande / MS",2015,2016, MS,"Rua Antonio Alves Arantes, 146 ", Chácara Cachoeira , Campo Grande ,jeep
1087674,629,Toro Freedom Road 1.8 16v A/T,17/18,Branca,Flex,63050.0,85990.0,https://www.shopcar.com.br/veiculos/fiat/toro-freedom-road-1-8-16v/17-18/1087674,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2017,2018, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,fiat
1089044,630,Outlander 2.0 16v A/T,15/16,Branca,Gasolina,101469.0,86500.0,https://www.shopcar.com.br/veiculos/mitsubishi/outlander-2-0-16v/15-16/1089044, Reilton Rocha da Silva,Dourados - MS,2015,2016,,Dourados , MS,,mitsubishi
1084997,631,Creta Prestige 2.0 16v A/T,17/17,Prata,Flex,69235.0,86900.0,https://www.shopcar.com.br/veiculos/hyundai/creta-prestige-2-0-16v/17-17/1084997,MS Multimarcas," Av. Cel. Antonino, 1505 - Cel. Antonino - Campo Grande / MS",2017,2017, MS," Av. Cel. Antonino, 1505 ", Cel. Antonino , Campo Grande ,hyundai
1066689,632,Outlander 2.0 16v A/T,15/16,Branca,Gasolina,89000.0,87500.0,https://www.shopcar.com.br/veiculos/mitsubishi/outlander-2-0-16v/15-16/1066689,Marcus Paulo Miranda,Campo Grande - MS,2015,2016,,Campo Grande , MS,,mitsubishi
1066775,633,T-Cross 1.0 12v TSi A/T,19/20,Prata,Flex,26448.0,87900.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/t-cross-1-0-12v-tsi/19-20/1066775,Taira Veículos,"Rua Rui Barbosa, 1723 - Vila Glória - Campo Grande / MS",2019,2020, MS,"Rua Rui Barbosa, 1723 ", Vila Glória , Campo Grande ,vw-volkswagen
1081191,634,A 200 Urban 1.6T 16v A/T,15/15,Branca,Flex,67000.0,87990.0,https://www.shopcar.com.br/veiculos/mercedes-benz/a-200-urban-1-6t-16v/15-15/1081191,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS",2015,2015, MS,"Rua 13 de Maio, 3843 ", Centro , Campo Grande ,mercedes-benz
1086857,635,Kicks SL 1.6 16v A/T,18/18,Branca,Flex,42000.0,87990.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/18-18/1086857,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS",2018,2018, MS,"Av. Mascarenhas de Moraes, 1826 ", Sala 01 , Monte Castelo - Campo Grande ,nissan
1089164,636,Saveiro Cross 1.6 16v C.D.,19/20,Branca,Flex,35000.0,88000.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-cross-1-6-16v-c-d/19-20/1089164,Concept Car,"Rua Alagoas, 273 - Jardim dos Estados - Campo Grande / MS",2019,2020, MS,"Rua Alagoas, 273 ", Jardim dos Estados , Campo Grande ,vw-volkswagen
1088820,637,Captur Intense 1.6 16v A/T,19/20,Bege,Flex,20000.0,88800.0,https://www.shopcar.com.br/veiculos/renault/captur-intense-1-6-16v/19-20/1088820,Marreco Veículos,"Rua Amazonas, 1237 - Centro - Campo Grande / MS",2019,2020, MS,"Rua Amazonas, 1237 ", Centro , Campo Grande ,renault
1085146,638,Renegade Longitude 2.0TDi 16v 4x4 A/T,16/16,Preta,Diesel,116600.0,89000.0,https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-2-0tdi-16v-4x4/16-16/1085146,Glaucia Gueno,Campo Grande - MS,2016,2016,,Campo Grande , MS,,jeep
1077869,639,Saveiro Cross 1.6 16v C.D.,20/21,Branca,Flex,12000.0,89500.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-cross-1-6-16v-c-d/20-21/1077869,Ariel Gomes,Campo Grande - MS,2020,2021,,Campo Grande , MS,,vw-volkswagen
1062016,640,Corolla Dynamic 2.0 16v A/T,16/17,Branca,Flex,122000.0,89900.0,https://www.shopcar.com.br/veiculos/toyota/corolla-dynamic-2-0-16v/16-17/1062016,2A Veículos,"Av. Irineu de Souza Araújo, 1810 - Centro - Nova Alvorada do Sul / MS",2016,2017, MS,"Av. Irineu de Souza Araújo, 1810 ", Centro , Nova Alvorada do Sul ,toyota
1088266,641,Onix Plus Premier 1.0T 12v A/T,20/20,Branca,Flex,12000.0,89900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-plus-premier-1-0t-12v/20-20/1088266,João Batista Aguiar ,Campo Grande - MS,2020,2020,,Campo Grande , MS,,gm-chevrolet
1087176,642,Renegade Sport 1.8 16v A/T,20/21,Cinza,Flex,4470.0,89900.0,https://www.shopcar.com.br/veiculos/jeep/renegade-sport-1-8-16v/20-21/1087176,Rota Autos e Negócios,"Rua Paracatu, 700 - Silvia Regina - Campo Grande / MS",2020,2021, MS,"Rua Paracatu, 700 ", Silvia Regina , Campo Grande ,jeep
1083946,643,Creta Attitude 1.6 16v A/T,19/19,Prata,Flex,34034.0,89990.0,https://www.shopcar.com.br/veiculos/hyundai/creta-attitude-1-6-16v/19-19/1083946,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS",2019,2019, MS,"Av. Mascarenhas de Moraes, 1826 ", Sala 01 , Monte Castelo - Campo Grande ,hyundai
1087595,644,Creta Attitude 1.6 16v A/T,19/19,Branca,Flex,26000.0,89990.0,https://www.shopcar.com.br/veiculos/hyundai/creta-attitude-1-6-16v/19-19/1087595,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS",2019,2019, MS,"Av. Mascarenhas de Moraes, 1826 ", Sala 01 , Monte Castelo - Campo Grande ,hyundai
1088579,645,F1000 S.S. 3.9TD,91/92,Vermelha,Diesel,,90000.0,https://www.shopcar.com.br/veiculos/ford/f1000-s-s-3-9td/91-92/1088579,Alessandra Simei Uzeika,Maracaju - MS,1991,1992,,Maracaju , MS,,ford
1077107,646,Kicks SL 1.6 16v A/T,18/19,Branca,Flex,38125.0,90990.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/18-19/1077107,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2018,2019, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,nissan
/889038,647,City LX 1.5 16v A/T,21/21,Prata,Flex,,91200.0,https://www.shopcar.com.br/veiculos/honda/city-lx-1-5-16v/21-21/889038,Endo Car - Novos,"Av. Afonso Pena, 4103 - Jardim dos Estados - Campo Grande / MS",2021,2021, MS,"Av. Afonso Pena, 4103 ", Jardim dos Estados , Campo Grande ,honda
1084856,648,320i 2.0T 16v A/T,13/14,Branca,Flex,110000.0,91900.0,https://www.shopcar.com.br/veiculos/bmw/320i-2-0t-16v/13-14/1084856,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS",2013,2014, MS,"Av. Rodolfo José Pinho, 539 ", Jardim São Bento , Campo Grande ,bmw
1089356,649,HR-V EX 1.8 16v A/T,18/18,Cinza,Flex,101000.0,91900.0,https://www.shopcar.com.br/veiculos/honda/hr-v-ex-1-8-16v/18-18/1089356,Larissa Vargas Cassola ,Campo Grande - MS,2018,2018,,Campo Grande , MS,,honda
1085100,650,Renegade 1.8 16v A/T,20/20,Prata,Flex,22496.0,91900.0,https://www.shopcar.com.br/veiculos/jeep/renegade-1-8-16v/20-20/1085100,Procurocar Carros e Negócios,"Av. Salgado Filho, 987 - Amambaí - Campo Grande / MS",2020,2020, MS,"Av. Salgado Filho, 987 ", Amambaí , Campo Grande ,jeep
1080813,651,Renegade Longitude 1.8 16v A/T,19/20,Branca,Flex,22000.0,91900.0,https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-1-8-16v/19-20/1080813,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS",2019,2020, MS,"Rua do Rosário, 259 ", Vila Gomes , Campo Grande ,jeep
1085639,652,Compass Sport 2.0 16v A/T,16/17,Branca,Flex,34100.0,91990.0,https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/16-17/1085639,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2016,2017, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,jeep
1089746,653,Creta Attitude 1.6 16v A/T,19/19,Preta,Flex,30729.0,91990.0,https://www.shopcar.com.br/veiculos/hyundai/creta-attitude-1-6-16v/19-19/1089746,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS",2019,2019, MS,"Av. Mascarenhas de Moraes, 1826 ", Sala 01 , Monte Castelo - Campo Grande ,hyundai
1085505,654,HR-V EX 1.8 16v A/T,18/18,Vermelha,Flex,53162.0,91990.0,https://www.shopcar.com.br/veiculos/honda/hr-v-ex-1-8-16v/18-18/1085505,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2018,2018, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,honda
1065827,655,Renegade Longitude 1.8 16v A/T,19/20,Cinza,Flex,44551.0,91990.0,https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-1-8-16v/19-20/1065827,Localiza Seminovos,"Av. Afonso Pena, 5500 - Chácara Cachoeira - Campo Grande / MS",2019,2020, MS,"Av. Afonso Pena, 5500 ", Chácara Cachoeira , Campo Grande ,jeep
1078195,656,Renegade Longitude 1.8 16v A/T,19/20,Verde,Flex,46928.0,91990.0,https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-1-8-16v/19-20/1078195,Localiza Seminovos,"Av. Afonso Pena, 5500 - Chácara Cachoeira - Campo Grande / MS",2019,2020, MS,"Av. Afonso Pena, 5500 ", Chácara Cachoeira , Campo Grande ,jeep
1056996,657,Renegade Longitude 1.8 16v A/T,19/20,Branca,Flex,46400.0,91990.0,https://www.shopcar.com.br/veiculos/jeep/renegade-longitude-1-8-16v/19-20/1056996,Localiza Seminovos,"Av. Afonso Pena, 5500 - Chácara Cachoeira - Campo Grande / MS",2019,2020, MS,"Av. Afonso Pena, 5500 ", Chácara Cachoeira , Campo Grande ,jeep
1090305,658,Saveiro Cross 1.6 16v C.D.,19/20,Prata,Flex,24979.0,91990.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-cross-1-6-16v-c-d/19-20/1090305,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2019,2020, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,vw-volkswagen
1084795,659,Creta Pulse Plus1.6 16v A/T,18/19,Prata,Flex,42133.0,92000.0,https://www.shopcar.com.br/veiculos/hyundai/creta-pulse-plus1-6-16v/18-19/1084795,FM Veículos,"Rua Munir Thomé, 566 - Centro - Três Lagoas / MS",2018,2019, MS,"Rua Munir Thomé, 566 ", Centro , Três Lagoas ,hyundai
1084693,660,S10 Advantage 2.5 16v C.D.,16/17,Cinza,Flex,112000.0,92000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-5-16v-c-d/16-17/1084693,Ustulin Multimarcas," Av. Pres. Ernesto Geisel, 5633 - Cabreúva - Campo Grande / MS",2016,2017, MS," Av. Pres. Ernesto Geisel, 5633 ", Cabreúva , Campo Grande ,gm-chevrolet
1090354,661,Toro Freedom 1.8 16v A/T,19/20,Marrom,Flex,45000.0,92000.0,https://www.shopcar.com.br/veiculos/fiat/toro-freedom-1-8-16v/19-20/1090354,George dos Santos Queiroz,Três Lagoas - MS,2019,2020,,Três Lagoas , MS,,fiat
1085501,662,Compass Sport 2.0 16v A/T,16/17,Branca,Flex,50000.0,92200.0,https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/16-17/1085501,Marcelo Frances Pinheiro de Oliveira ,Campo Grande - MS,2016,2017,,Campo Grande , MS,,jeep
/996054,663,WR-V LX 1.5 16v A/T,21/21,Branca,Flex,,92700.0,https://www.shopcar.com.br/veiculos/honda/wr-v-lx-1-5-16v/21-21/996054,Endo Car - Novos,"Av. Afonso Pena, 4103 - Jardim dos Estados - Campo Grande / MS",2021,2021, MS,"Av. Afonso Pena, 4103 ", Jardim dos Estados , Campo Grande ,honda
1087784,664,Kicks SV 1.6 16v A/T,20/20,Branca,Flex,29000.0,92900.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sv-1-6-16v/20-20/1087784,Quality Car,"Av. Ernesto Geisel, 4005 - Centro - Campo Grande / MS",2020,2020, MS,"Av. Ernesto Geisel, 4005 ", Centro , Campo Grande ,nissan
1085747,665,Creta Pulse 1.6 16v A/T,19/19,Branca,Flex,16460.0,92990.0,https://www.shopcar.com.br/veiculos/hyundai/creta-pulse-1-6-16v/19-19/1085747,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2019,2019, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,hyundai
1076921,666,ix35 GL 2.0 16v A/T,17/18,Branca,Flex,55900.0,92990.0,https://www.shopcar.com.br/veiculos/hyundai/ix35-gl-2-0-16v/17-18/1076921,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2017,2018, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,hyundai
1082901,667,Kicks SV 1.6 16v A/T,19/20,Vermelha,Flex,13000.0,93000.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sv-1-6-16v/19-20/1082901,Elyzama Nantes Goncalves,Campo Grande - MS,2019,2020,,Campo Grande , MS,,nissan
1076882,668,Compass Sport 2.0 16v A/T,17/18,Preta,Flex,46500.0,93990.0,https://www.shopcar.com.br/veiculos/jeep/compass-sport-2-0-16v/17-18/1076882,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2017,2018, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,jeep
1044850,669,Jetta Comfortline 1.4 16v TSi A/T,18/18,Branca,Flex,49000.0,94500.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/jetta-comfortline-1-4-16v-tsi/18-18/1044850,Class Veículos,"Rua Eduardo Elias Zarhan, 1934 - Jardim TV Morena - Campo Grande / MS",2018,2018, MS,"Rua Eduardo Elias Zarhan, 1934 ", Jardim TV Morena , Campo Grande ,vw-volkswagen
1088280,670,Creta Attitude 1.6 16v A/T,20/20,Prata,Flex,15200.0,94900.0,https://www.shopcar.com.br/veiculos/hyundai/creta-attitude-1-6-16v/20-20/1088280,Dois Irmãos Automóveis,"Rua Rachid Neder, 401 - Monte Castelo - Campo Grande / MS",2020,2020, MS,"Rua Rachid Neder, 401 ", Monte Castelo , Campo Grande ,hyundai
1063888,671,Hilux SW4 SR 2.7 16v A/T,13/14,Prata,Flex,82000.0,94900.0,https://www.shopcar.com.br/veiculos/toyota/hilux-sw4-sr-2-7-16v/13-14/1063888,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS",2013,2014, MS,"Av. Bandeirantes, 2878 ", Nova Bandeirantes , Campo Grande ,toyota
1087284,672,S10 Advantage 2.5 16v C.D.,17/17,Branca,Flex,,94900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-advantage-2-5-16v-c-d/17-17/1087284,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS",2017,2017, MS,"Rua Ceará, 2594 ", Vila Rica , Campo Grande ,gm-chevrolet
1090303,673,Kicks SL 1.6 16v A/T,18/19,Branca,Flex,26664.0,94990.0,https://www.shopcar.com.br/veiculos/nissan/kicks-sl-1-6-16v/18-19/1090303,Só Like Motors,"Av. Mascarenhas de Moraes, 1826 - Sala 01 - Monte Castelo - Campo Grande / MS",2018,2019, MS,"Av. Mascarenhas de Moraes, 1826 ", Sala 01 , Monte Castelo - Campo Grande ,nissan
1076459,674,Hilux D4-D 3.0TDi 16v 4x4 C.D.,12/12,Prata,Diesel,222000.0,95000.0,https://www.shopcar.com.br/veiculos/toyota/hilux-d4-d-3-0tdi-16v-4x4-c-d/12-12/1076459,Dwash Car,"Rua 14 de Julho, 624 - Vila Glória - Campo Grande / MS",2012,2012, MS,"Rua 14 de Julho, 624 ", Vila Glória , Campo Grande ,toyota
